FID,Parcel_cla,site,pointnum,Latitude,Longitude,mspa,landform,formcode,patchid,groveid,ROCKAGE,ROCKTYPE1,ROCKTYPE2,DistEdge,Aspect,MUSYM,SoilArea,DEM10,CanopyHt,Schumaker_Avg,Penetrometer
1,Institution,Knoll,1,39.251796,-76.711096,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,95.590271, ,0,49.357315,,0,0
2,Institution,Knoll,2,39.251802,-76.710844,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,139.814377, ,0,47.75338,,0,0
3,Institution,Knoll,3,39.25179,-76.710625,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,5.656854,328.210541, ,0,47.128899,,0,0
4,Institution,Knoll,4,39.251959,-76.711098,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,4,112.092552, ,0,49.268707,,0,0
5,Institution,Knoll,5,39.251963,-76.710866,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,42.755116,174.093063, ,0,48.375885,,1,120
6,Institution,Knoll,6,39.251965,-76.710622,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,30.594116,160.798981, ,0,49.158092,,1.368421053,223
7,Institution,Knoll,7,39.251963,-76.710377,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,174.61171, ,0,48.156876,,0.625,185
8,Institution,Knoll,8,39.251984,-76.710127,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,10,144.11972, ,0,48.409538,,0.6,166
9,Institution,Knoll,9,39.252143,-76.710129,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,4.472136,147.498825, ,0,50.394695,,0.818181818,219
10,Institution,Knoll,10,39.252146,-76.710373,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,41.036568,148.691818, ,0,50.931004,,0.769230769,180
11,Institution,Knoll,11,39.252146,-76.710621,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,76.367531,160.411484, ,0,52.17778,,0.8125,193
12,Institution,Knoll,12,39.252144,-76.71086,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,68.117546,167.233887, ,0,51.249725,,0.941176471,225
13,Institution,Knoll,13,39.252146,-76.711091,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,56.320511,174.165207, ,0,51.558548,,0,0
14,Institution,Knoll,14,39.252141,-76.711339,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,2,149.171066, ,0,51.728104,,0,0
15,Institution,Knoll,15,39.252311,-76.711336,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,41.036568,194.515396, ,0,53.587345,,0.428571429,183
16,Institution,Knoll,16,39.252316,-76.711105,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,92.800865,173.586487, ,0,55.540421,,0.777777778,120
17,Institution,Knoll,17,39.252318,-76.710865,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,124.064499,167.388626, ,0,55.197865,,1.375,105
18,Institution,Knoll,18,39.252316,-76.710621,0,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,125.538841,154.554688, ,0,55.412247,,1.461538462,254
19,Institution,Knoll,19,39.25232,-76.710386,0,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,70.710678,106.986176, ,0,53.089432,,1,260
20,Institution,Knoll,20,39.252321,-76.710133,0,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,18.110771,90.287888, ,0,50.434528,,0.916666667,245
21,Institution,Knoll,21,39.25232,-76.709889,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,68.013504, ,0,48.98114,,0.571428571,194
22,Institution,Knoll,22,39.252494,-76.709665,0,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,45.180283, ,0,47.205845,,1.666666667,254
23,Institution,Knoll,23,39.252496,-76.709892,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,10,55.419067, ,0,47.897354,,1.777777778,348
24,Institution,Knoll,24,39.252482,-76.710131,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,58.137768,65.672478, ,0,50.198853,,1,240
25,Institution,Knoll,25,39.252491,-76.710372,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,107.200745,68.479736, ,0,52.324406,,0.933333333,215
26,Institution,Knoll,26,39.252488,-76.71062,0,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,159.862442,92.336357, ,0,56.635864,,0.75,95
27,Institution,Knoll,27,39.252489,-76.710856,0,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,183.847763,135.983902, ,0,57.383625,,0.181818182,290
28,Institution,Knoll,28,39.25249,-76.711096,0,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,134.417267,155.506454, ,0,57.930153,,0.3,254
29,Institution,Knoll,29,39.25249,-76.711336,0,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,91.607857,197.795975, ,0,56.084438,,0.583333333,200
30,Institution,Knoll,30,39.252494,-76.711578,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,62,206.314987, ,0,53.662872,,0,0
31,Institution,Knoll,31,39.252488,-76.711808,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,106.255821, ,0,54.253513,0,0,0
32,Institution,Knoll,32,39.252652,-76.711799,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,185.97966, ,0,54.933372,0,0,0
33,Institution,Knoll,33,39.252657,-76.711572,0,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,48.414875,242.885056, ,0,56.259914,,0.333333333,166
34,Institution,Knoll,34,39.252659,-76.711339,0,summit,2,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,96.041656,204.805756, ,0,58.723381,,0,160
35,Institution,Knoll,35,39.252659,-76.711088,0,summit,2,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,158.151825,139.505417, ,0,58.72303,,0,0
36,Institution,Knoll,36,39.252665,-76.710855,0,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,199.809906,86.148132, ,0,57.928596,,0,0
37,Institution,Knoll,37,39.252661,-76.710621,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,200.529297,61.094917, ,0,55.074078,,2,38
38,Institution,Knoll,38,39.252665,-76.710382,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,151.327454,50.908978, ,0,52.096478,,1.888888889,210
39,Institution,Knoll,39,39.252647,-76.710121,0,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,89.196411,55.090488, ,0,49.908539,,0,0
40,Institution,Knoll,40,39.252659,-76.709892,0,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,48.662102,51.674187, ,0,47.377918,,0,0
41,Institution,Knoll,41,39.252656,-76.709647,0,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,60.876431, ,0,46.356056,,0,0
42,Institution,Knoll,42,39.252819,-76.709645,0,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,28.84441,124.382889, ,0,44.614479,,1.363636364,225
43,Institution,Knoll,43,39.252814,-76.709884,0,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,63.780876,90.742821, ,0,46.708935,,0.666666667,214
44,Institution,Knoll,44,39.252827,-76.710133,0,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,85.906929,50.59753, ,0,48.479733,,0.5,210
45,Institution,Knoll,45,39.252838,-76.710382,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,114.560028,47.446308, ,0,50.293804,,0.5,120
46,Institution,Knoll,46,39.252836,-76.71062,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,168.439896,48.149475, ,0,53.799412,,0.090909091,200
47,Institution,Knoll,47,39.252821,-76.710856,0,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,167.260269,55.304192, ,0,57.109371,,0.25,220
48,Institution,Knoll,48,39.25282,-76.710303,0,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,105.394501,47.446308, ,0,50.293804,,0.25,170
49,Institution,Knoll,49,39.25284,-76.7111,0,summit,2,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,104.995239,56.037991, ,0,59.474888,,0,0
50,Institution,Knoll,50,39.252829,-76.711346,0,summit,2,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,68.818604,289.299774, ,0,59.734425,,0,0
51,Institution,Knoll,51,39.252828,-76.711574,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,17.088007,317.20813, ,0,55.28524,,1.166666667,90
52,Institution,Knoll,52,39.252997,-76.711345,0,summit,2,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,14.142136,302.962372, ,0,55.028824,,0.636363636,226
53,Institution,Knoll,53,39.253,-76.711097,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,75.604233,28.380939, ,0,59.052792,,0.5,220
54,Institution,Knoll,54,39.252991,-76.710857,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,130.91983,44.529861, ,0,55.296101,,0.846153846,250
55,Institution,Knoll,55,39.253002,-76.71062,0,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,124.402573,43.44051, ,0,52.172123,,1.333333333,90
56,Institution,Knoll,56,39.253015,-76.710378,0,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,80.523285,50.936577, ,0,49.553982,,1.625,44
57,Institution,Knoll,57,39.253002,-76.710126,0,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,23.409399,79.637039, ,0,48.022411,,0,0
58,Institution,Knoll,58,39.253007,-76.709892,0,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,31.622776,195.966873, ,0,48.936428,,3,60
59,Institution,Knoll,59,39.253002,-76.709647,0,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,23.323807,168.574463, ,0,50.60144,,1.272727273,270
60,Institution,Knoll,60,39.253178,-76.710132,0,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,194.788559, ,0,50.114277,,1,214
61,Institution,Knoll,61,39.253177,-76.710381,0,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,36.496574,184.068588, ,0,49.230465,,1.545454545,194
62,Institution,Knoll,62,39.253176,-76.710618,0,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,82.29216,59.215614, ,0,50.560635,,0,0
63,Institution,Knoll,63,39.2532,-76.710858,0,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,77.201035,52.964867, ,0,52.562744,,0,0
64,Institution,Knoll,64,39.253178,-76.711096,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,38.418747,54.826447, ,0,55.595547,,0,0
65,Institution,Knoll,65,39.253332,-76.711089,0,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,2,116.912392, ,0,54.714905,,1.454545455,280
66,Institution,Knoll,66,39.253352,-76.710869,0,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,41.036568,103.849045, ,0,53.690716,,0,0
67,City,TyroneSt,1,39.280992,-76.660208,3,slope,6,2002,,Precambrian,granitic gneiss,amphibolite,24,271.453918,19UB,32924.1241,15.505752,7.52529,0,0
68,City,TyroneSt,2,39.280991,-76.660012,3,slope,6,2002,,Precambrian,granitic gneiss,amphibolite,45.343136,274.917114,19UB,32924.1241,17.989096,10.857008,0,180
69,City,TyroneSt,3,39.281183,-76.660201,3,valley,9,2002,,Precambrian,granitic gneiss,amphibolite,33.286633,266.968933,42E,263500.7611,15.561166,13.225,4.2,290
70,City,TyroneSt,4,39.281175,-76.66,17,slope,6,2002,,Precambrian,granitic gneiss,amphibolite,68.029404,263.32782,19UB,32924.1241,16.636944,11.343897,3.857142857,55
71,Private,TyroneSt,5,39.281357,-76.660192,3,valley,9,2002,,Precambrian,granitic gneiss,amphibolite,26,257.649353,42E,263500.7611,14.920774,13.125,4,115
72,City,TyroneSt,6,39.281354,-76.659995,17,slope,6,2002,,Precambrian,granitic gneiss,amphibolite,80.498444,252.034637,19UB,32924.1241,17.110439,13.83433,0,0
73,Private,TyroneSt,7,39.281531,-76.660191,3,valley,9,2002,,Precambrian,granitic gneiss,amphibolite,18.867962,253.513962,42E,263500.7611,15.245735,10.26,4,60
74,City,TyroneSt,8,39.281523,-76.659988,17,slope,6,2002,,Precambrian,granitic gneiss,amphibolite,74.96666,244.063812,19UB,32924.1241,18.334017,17.495001,4.875,110
75,Private,TyroneSt,9,39.281707,-76.660178,3,hollow,7,2002,,Precambrian,granitic gneiss,amphibolite,19.79899,250.189514,42E,263500.7611,16.091993,15.83,5.166666667,90
76,City,TyroneSt,10,39.28171,-76.659988,17,slope,6,2002,,Precambrian,granitic gneiss,amphibolite,67.675697,244.014404,19UB,32924.1241,18.298891,8.848267,0,0
77,Private,TyroneSt,11,39.281883,-76.660172,3,slope,6,2002,,Precambrian,granitic gneiss,amphibolite,16.124516,252.865448,42E,263500.7611,15.604909,15.32,0,0
78,Private,Primson,1,39.27409,-76.675439,3,valley,9,,2107,Precambrian,granitic gneiss,amphibolite,27.202942,281.429413,34UC,308560.5223,36.02515,21.243336,3.857142857,240
79,Private,Primson,2,39.274253,-76.675353,17,valley,9,,2107,Precambrian,granitic gneiss,amphibolite,57.584721,307.975189,34UC,308560.5223,36.042686,8.443249,0,0
80,City,Primson,3,39.274418,-76.675267,17,valley,9,,2107,Precambrian,granitic gneiss,amphibolite,50,314.61026,34UC,308560.5223,35.645443,5.996666,1.4,85
81,City,Primson,4,39.274573,-76.675176,35,valley,9,,2107,Precambrian,granitic gneiss,amphibolite,35.777088,316.394684,34UC,308560.5223,35.372959,12.842104,4,6
82,City,Primson,5,39.274352,-76.675047,3,valley,9,,2107,Precambrian,granitic gneiss,amphibolite,5.656854,309.945435,34UC,308560.5223,36.310329,12.476002,6,225
83,City,Primson,6,39.274191,-76.675146,3,valley,9,,2107,Precambrian,granitic gneiss,amphibolite,2.828427,297.340088,34UC,308560.5223,36.399712,10.962502,3.666666667,226
84,City,Primson,7,39.274017,-76.675235,0,valley,9,,,Precambrian,granitic gneiss,amphibolite,0,275.739868,34UC,308560.5223,36.614723,9.996666,0,0
85,City,Primson,8,39.280935,-76.692305,35,hollow,7,,2010,Late Precambrian (?) - Early Paleozoic,gabbro,norite,19.79899,204.119843,18UC,207709.0935,53.972065,12.72131,0,0
86,City,Primson,9,39.28062,-76.692314,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,184.633881,18UC,207709.0935,53.245296,10.627499,0,0
87,City,LeidigRec,1,39.280935,-76.692305,35,hollow,7,,2010,Late Precambrian (?) - Early Paleozoic,gabbro,norite,19.79899,204.119843,18UC,207709.0935,53.972065,12.72131,2.5,220
88,City,LeidigRec,2,39.28062,-76.692314,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,184.633881,18UC,207709.0935,53.245296,10.627499,4.285714286,210
89,City,LeidigRec,3,39.280325,-76.692347,33,hollow,7,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,6,177.390854,18UC,207709.0935,52.591007,9.825535,3.5,150
90,Private,LeidigRec,4,39.280909,-76.691964,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,201.673874,18UC,207709.0935,54.971039,14.00375,0,0
91,Private,LeidigRec,5,39.280596,-76.691958,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,209.480347,18UC,207709.0935,53.530151,11.338394,0,0
92,Private,LeidigRec,6,39.280306,-76.691975,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,194.836395,18UC,207709.0935,52.704681,8.633293,3,340
93,Private,LeidigRec,7,39.280285,-76.691614,35,slope,6,2012,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,32.55764,194.81073,18UC,207709.0935,53.308224,14.817501,3.2,204
94,Private,LeidigRec,8,39.280591,-76.691583,35,slope,6,2012,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,18,193.737442,18UC,207709.0935,54.288967,12.622501,3.5,270
95,Private,LeidigRec,9,39.280576,-76.691208,35,slope,6,2012,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,24,192.986572,18UC,207709.0935,54.55896,11.111973,3,234
96,Private,LeidigRec,10,39.280275,-76.691229,35,slope,6,2012,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,44,187.108521,18UC,207709.0935,53.569393,15.136002,0,0
97,City,LeidigRec,11,39.279979,-76.69125,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,174.62207,18UC,207709.0935,52.383053,5.55146,0,0
98,Private,LeidigRec,12,39.279961,-76.690863,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,169.063385,18UC,207709.0935,52.123413,9.345024,2.909090909,245
99,Private,LeidigRec,13,39.280262,-76.690848,33,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,2,176.903564,18UC,207709.0935,53.961205,6.469486,0,0
100,Private,LeidigRec,14,39.280557,-76.690829,33,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,10.198039,182.028549,18UC,207709.0935,55.735645,11.686161,0,0
101,Private,KenOak,1,39.3589,-76.668662,35,slope,6,,543,Late Precambrian (?) - Early Paleozoic,gabbro,norite,43.863426,336.532043,26UB,413891.687,133.56015,10.388,0.666666667,91
102,Private,KenOak,2,39.359107,-76.668715,35,slope,6,,531,Late Precambrian (?) - Early Paleozoic,gabbro,norite,38.209946,340.691956,26UB,413891.687,132.300262,13.751999,0.375,90
103,Private,KenOak,3,39.359316,-76.668771,3,slope,6,,531,Late Precambrian (?) - Early Paleozoic,gabbro,norite,13.416408,341.432495,26UB,413891.687,131.006409,17.48999,1,305
104,Private,KenOak,4,39.358709,-76.668603,0,flat,1,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,334.694366,26UB,413891.687,134.224289,7.083145,1,330
105,Private,Stillmeadow,1,39.28144,-76.699006,3,spur,5,1972,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,33.526108,153.572571,18E,161552.9392,67.481697,15.554688,0,0
106,Private,Stillmeadow,2,39.281723,-76.698997,17,ridge,3,1972,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,72.111023,121.497589,18E,161552.9392,73.558372,19.306664,2.4,100
107,Institution,Stillmeadow,3,39.282021,-76.699028,3,ridge,3,1972,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,34,88.186073,18E,161552.9392,76.427643,17.047493,0,0
108,Institution,Stillmeadow,4,39.28203,-76.699367,0,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,101.129639,39B,3950.951901,80.895905,6.665131,0,0
109,Institution,Stillmeadow,5,39.281723,-76.699391,33,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,18.439089,172.822922,18E,161552.9392,76.389671,5.086113,3,60
110,Institution,Stillmeadow,6,39.281707,-76.69977,35,slope,6,2001,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,28.84441,195.137848,18E,161552.9392,71.449181,17.739998,5.5,120
111,Institution,Stillmeadow,7,39.282038,-76.699781,3,spur,5,2001,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,16.124516,195.841034,39B,3950.951901,77.880356,8.154999,0,0
112,Institution,Stillmeadow,8,39.282324,-76.699774,1,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,6,152.948532,39B,3950.951901,82.769455,11.45826,0,0
113,Institution,Stillmeadow,9,39.28232,-76.700135,33,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,2,151.346237,26UB,16957.08426,83.896591,11.419998,0,0
114,Institution,Stillmeadow,10,39.282032,-76.700139,17,spur,5,2001,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,79.195961,116.411949,18E,161552.9392,78.97522,11.075958,1.333333333,40
115,Institution,Stillmeadow,11,39.281723,-76.700115,35,slope,6,2001,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,43.908997,124.069626,18E,161552.9392,74.433128,23.860001,0,0
116,Institution,Stillmeadow,12,39.281701,-76.7005,35,spur,5,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,14.142136,141.931992,18E,161552.9392,78.690193,18.974998,2.461538462,70
117,Institution,Stillmeadow,13,39.282012,-76.700506,33,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,11.313708,110.277321,18UC,163429.5063,84.037186,11.939095,4,50
118,Institution,Stillmeadow,14,39.282324,-76.700513,33,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,26,129.340912,26UB,16957.08426,85.643951,3.002106,0,0
119,Private,Stillmeadow,15,39.282314,-76.700883,0,ridge,3,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,121.455605,26UB,16957.08426,88.224068,7.482895,0,0
120,Private,Stillmeadow,16,39.282013,-76.700864,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,134.069229,18UC,163429.5063,86.929657,15.190002,3.333333333,150
121,Institution,Stillmeadow,17,39.281712,-76.700865,35,spur,5,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,45.650848,141.067963,18E,161552.9392,80.635345,17.833336,2.8125,50
122,Institution,Stillmeadow,18,39.28143,-76.700872,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,133.575409,18E,161552.9392,72.858574,19.046669,5.333333333,170
123,Institution,Stillmeadow,19,39.281141,-76.701225,3,hollow,7,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,28.635643,141.234924,43U,92948.68424,70.566414,10.480003,3.5,50
124,Institution,Stillmeadow,20,39.28144,-76.701227,17,slope,6,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,66.272163,127.827942,18E,161552.9392,79.716255,23.909996,5,80
125,Institution,Stillmeadow,21,39.281701,-76.701245,3,spur,5,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,32.310989,132.710495,18E,161552.9392,83.879326,11.910004,4.428571429,120
126,Institution,Stillmeadow,22,39.281702,-76.701607,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,118.868896,18UC,163429.5063,88.170715,9.519081,2.933333333,85
127,Institution,Stillmeadow,23,39.281432,-76.701602,17,slope,6,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,77.794601,130.843994,18E,161552.9392,83.462387,20.995003,4.142857143,140
128,Institution,Stillmeadow,24,39.281144,-76.701599,3,hollow,7,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,42.941822,150.305405,18E,161552.9392,75.496552,21.879997,3.5,80
129,Institution,Stillmeadow,25,39.281124,-76.701956,17,slope,6,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,54.918121,164.403763,18E,161552.9392,76.544777,11.805,5.166666667,130
130,Institution,Stillmeadow,26,39.281407,-76.701953,17,slope,6,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,72,154.299423,18E,161552.9392,86.266548,12.973335,4.833333333,80
131,Institution,Stillmeadow,27,39.28143,-76.702298,3,slope,6,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,35.777088,166.963272,18E,161552.9392,88.562729,4.845001,4.5,60
132,Institution,Stillmeadow,28,39.28113,-76.70232,17,slope,6,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,74.672615,173.710556,18E,161552.9392,74.517822,12.490837,4,80
133,Institution,Stillmeadow,29,39.281127,-76.702693,17,hollow,7,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,83.95237,172.828903,18E,161552.9392,75.9552,23,4.6,0
134,Institution,Stillmeadow,30,39.281421,-76.702687,0,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,185.282898,18E,161552.9392,86.937576,18.359993,3.2,80
135,Institution,Stillmeadow,31,39.28141,-76.703079,17,spur,5,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,48.826221,195.699478,18E,161552.9392,83.225876,10.756668,0,0
136,Institution,Stillmeadow,32,39.281119,-76.703054,17,valley,9,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,84,175.011719,18E,161552.9392,73.075745,27.18,3,50
137,Institution,Stillmeadow,33,39.281113,-76.703431,17,valley,9,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,60.827625,150.50087,18E,161552.9392,72.288734,22.42643,3.5,50
138,Institution,Stillmeadow,34,39.281414,-76.703435,169,slope,6,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,2,187.041428,18E,161552.9392,81.836075,10.925018,0,0
139,Institution,Stillmeadow,35,39.281687,-76.703418,3,slope,6,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,14.422205,192.185669,18UC,163429.5063,87.204201,12.351364,0,0
140,Institution,Stillmeadow,36,39.281685,-76.703778,3,hollow,7,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,30,184.164551,18UC,163429.5063,85.55722,21.504997,0,0
141,Institution,Stillmeadow,37,39.281407,-76.703785,17,valley,9,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,62.514,176.905807,18E,161552.9392,79.028442,7.226669,0,0
142,Institution,Stillmeadow,38,39.281121,-76.703775,17,valley,9,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,64.031242,47.352077,18E,161552.9392,74.177795,15.32,4,70
143,Institution,Stillmeadow,39,39.281098,-76.704156,3,valley,9,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,47.074409,29.241034,18E,161552.9392,75.14502,21.820007,2.857142857,80
144,Institution,Stillmeadow,40,39.2814,-76.704147,17,valley,9,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,82.873398,177.525497,18E,161552.9392,77.552658,15.425003,0,0
145,Institution,Stillmeadow,41,39.281677,-76.70416,3,hollow,7,2005,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,31.622776,176.777496,18E,161552.9392,82.325783,19.845001,0,0
146,Institution,Stillmeadow,42,39.281403,-76.704517,0,valley,9,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,160.325302,18E,161552.9392,78.34597,12.765907,0,0
147,City,ForestGlen2,1,39.318173,-76.693476,1,spur,5,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,4,87.292778,18UB,19199.62855,104.170013,17.885002,2.875,70
148,Private,ForestGlen2,2,39.318175,-76.693087,0,slope,6,,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,0,111.818932,12UB,68286.95888,98.691719,7.770515,5,120
149,Private,ForestGlen2,3,39.318181,-76.692726,17,slope,6,1477,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,56.568542,122.862213,12UB,68286.95888,91.995697,28.920006,0,
150,City,ForestGlen2,4,39.317863,-76.692709,17,slope,6,1477,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,59.228371,123.755936,12UB,68286.95888,84.375954,29.185913,0,50
151,City,ForestGlen2,5,39.317867,-76.693082,17,slope,6,1477,,Late Precambrian (?) - Early Paleozoic,gabbro,norite,101.390335,115.504166,12UB,68286.95888,93.73555,15.259995,0,30
