ID,Point Code,Stem,Species Code,Schumaker,Schumaker (A)
3846,SETON 16,,QUAL,0,0
3872,SETON 16,,QUAL,2,0
3873,SETON 16,,QUAL,2,0
3906,SETON 16,,QURU,0,0
3907,SETON 16,,QURU,0,0
3908,SETON 16,,QURU,0,0
3909,SETON 16,,QURU,0,0
3910,SETON 16,,QURU,0,0
3935,SETON 16,,QURU,3,0
3954,SETON 16,,CACA18,0,0
3990,SETON 16,,CAGL8,0,0
3991,SETON 16,,CAGL8,0,0
4019,SETON 16,,Dead,0,0
4020,SETON 16,,Dead,0,0
4033,SETON 16,,LITU,0,0
3682,SETON 17,,Dead,0,0
3782,SETON 17,,FAGR,0,0
3783,SETON 17,,FAGR,0,0
3784,SETON 17,,FAGR,0,0
3847,SETON 17,,QUVE,0,0
3848,SETON 17,,QUVE,0,0
3849,SETON 17,,QUVE,0,0
3911,SETON 17,,QURU,0,0
3912,SETON 17,,QURU,0,0
3955,SETON 17,,FRPE,0,0
3992,SETON 17,,QUAL,0,0
3993,SETON 17,,QUAL,0,0
3994,SETON 17,,QUAL,0,0
4010,SETON 17,,QUAL,3,0
4021,SETON 17,,LITU,0,0
3683,SETON 18,,QUAL,0,0
3684,SETON 18,,QUAL,0,0
3685,SETON 18,,QUAL,0,0
3785,SETON 18,,CAGL8,0,0
3786,SETON 18,,CAGL8,0,0
3787,SETON 18,,CAGL8,0,0
3880,SETON 18,,QURU,4,0
3913,SETON 18,,Dead,0,0
3956,SETON 18,,FAGR,0,0
3972,SETON 18,,FAGR,3,0
3995,SETON 18,,ACSA2,0,0
4022,SETON 18,,LITU,0,0
4028,SETON 18,,LITU,2,0
3686,SETON 19,,ACRU,0,0
3687,SETON 19,,ACRU,0,0
3788,SETON 19,,CAGL8,0,0
3850,SETON 19,,LITU,0,0
3851,SETON 19,,LITU,0,0
3852,SETON 19,,LITU,0,0
3853,SETON 19,,LITU,0,0
3914,SETON 19,,QUAL,0,0
3915,SETON 19,,QUAL,0,0
3916,SETON 19,,QUAL,0,0
3917,SETON 19,,QUAL,0,0
3957,SETON 19,,QURU,0,0
3996,SETON 19,,NYSY,0,0
3997,SETON 19,,NYSY,0,0
3688,SETON 2,,FRPE,0,0
3689,SETON 2,,FRPE,0,0
3789,SETON 2,,FAGR,0,0
3790,SETON 2,,FAGR,0,0
3791,SETON 2,,FAGR,0,0
3792,SETON 2,,FAGR,0,0
3869,SETON 2,,CAGL8,1,0
3877,SETON 2,,CAGL8,3,0
3928,SETON 2,,LITU,1,0
3958,SETON 2,,QURU,0,0
3998,SETON 2,,Dead,0,0
4023,SETON 2,,QUAL,0,0
4024,SETON 2,,QUAL,0,0
4034,SETON 2,,NYSY,0,0
3690,SETON 20,,QUAL,0,0
3719,SETON 20,,QUAL,2,0
3793,SETON 20,,CACA18,0,0
3881,SETON 20,,FRPE,4,0
3918,SETON 20,,LITU,0,0
3919,SETON 20,,LITU,0,0
3959,SETON 20,,PODE3,0,0
3960,SETON 20,,PODE3,0,0
3999,SETON 20,,NYSY,0,0
4025,SETON 20,,QURU,0,0
4029,SETON 20,,QURU,3,0
4037,SETON 20,,Dead,5,0
4038,SETON 20,,ACRU,0,0
4040,SETON 20,,ACRU,4,0
3720,SETON 21,,QUVE,2,0
3794,SETON 21,,LIST2,0,0
3874,SETON 21,,CAGL8,2,0
3936,SETON 21,,FRPE,3,0
3961,SETON 21,,ACRU,0,0
3733,SETON 22,,LITU,4,0
3742,SETON 22,,LITU,5,0
3743,SETON 22,,LITU,5,0
3744,SETON 22,,LITU,5,0
3824,SETON 22,,ULRU,5,0
3890,SETON 22,,SAAL5,5,0
3891,SETON 22,,SAAL5,5,0
3745,SETON 23,,ROPS,5,0
3746,SETON 23,,ROPS,5,0
3747,SETON 23,,ROPS,5,0
3748,SETON 23,,ROPS,5,0
3749,SETON 23,,ROPS,5,0
3825,SETON 23,,MOAL,5,0
3882,SETON 23,,JUNI,4,0
3750,SETON 24,,Dead,5,0
3795,SETON 24,,JUNI,0,0
3854,SETON 24,,ULRU,0,0
3855,SETON 24,,ULRU,0,0
3892,SETON 24,,ULRU,5,0
3920,SETON 24,,LITU,0,0
3940,SETON 24,,LITU,4,0
3962,SETON 24,,ACRU,0,0
3963,SETON 24,,ACRU,0,0
3977,SETON 24,,ACRU,4,0
4000,SETON 24,,FRPE,0,0
4001,SETON 24,,FRPE,0,0
4002,SETON 24,,FRPE,0,0
4003,SETON 24,,FRPE,0,0
4004,SETON 24,,FRPE,0,0
4013,SETON 24,,FRPE,4,0
4026,SETON 24,,PRSE2,0,0
4035,SETON 24,,QUAL,0,0
3721,SETON 25,,ULRU,2,0
3734,SETON 25,,ULRU,4,0
3751,SETON 25,,ULRU,5,0
3796,SETON 25,,DIVI5,0,0
3814,SETON 25,,DIVI5,1,0
3826,SETON 25,,DIVI5,5,0
3856,SETON 25,,Dead,0,0
3857,SETON 25,,Dead,0,0
3921,SETON 25,,LITU,0,0
3922,SETON 25,,LITU,0,0
3964,SETON 25,,PRAV,0,0
3735,SETON 26,,Dead,4,0
3752,SETON 26,,Dead,5,0
3827,SETON 26,,PLATA,5,0
3753,SETON 27,,ACPL,5,0
3754,SETON 27,,ACPL,5,0
3797,SETON 27,,Dead,0,0
3883,SETON 27,,FRPE,4,0
3937,SETON 27,,LITU,3,0
3981,SETON 27,,MOAL,5,0
4014,SETON 27,,FRPE,4,0
4031,SETON 27,,ULRU,4,0
3736,SETON 28,,Dead,4,0
3755,SETON 28,,Dead,5,0
3756,SETON 28,,Dead,5,0
3757,SETON 28,,Dead,5,0
3758,SETON 28,,Dead,5,0
3818,SETON 28,,FRPE,2,0
3884,SETON 28,,ACPL,4,0
3942,SETON 28,,MOAL,5,0
3978,SETON 28,,LITU,4,0
4015,SETON 28,,QUAL,4,0
3727,SETON 29,,ULRU,3,0
3728,SETON 29,,ULRU,3,0
3798,SETON 29,,Dead,0,0
3878,SETON 29,,FRPE,3,0
3938,SETON 29,,ACPL,3,0
3979,SETON 29,,MORUS,4,0
4009,SETON 29,,ACSA2,2,0
4032,SETON 29,,QUAL,4,0
3691,SETON 3,,QUAL,0,0
3692,SETON 3,,QUAL,0,0
3722,SETON 3,,QUAL,2,0
3799,SETON 3,,ULRU,0,0
3800,SETON 3,,ULRU,0,0
3858,SETON 3,,QURU,0,0
3875,SETON 3,,QURU,2,0
3923,SETON 3,,ACRU,0,0
3973,SETON 3,,CAGL8,3,0
3974,SETON 3,,CAGL8,3,0
4005,SETON 3,,FRPE,0,0
3693,SETON 30,,ACSA2,0,0
3694,SETON 30,,ACSA2,0,0
3695,SETON 30,,ACSA2,0,0
3696,SETON 30,,ACSA2,0,0
3723,SETON 30,,ACSA2,2,0
3724,SETON 30,,ACSA2,2,0
3725,SETON 30,,ACSA2,2,0
3737,SETON 30,,ACSA2,4,0
3738,SETON 30,,ACSA2,4,0
3801,SETON 30,,FRPE,0,0
3820,SETON 30,,FRPE,3,0
3821,SETON 30,,FRPE,3,0
3885,SETON 30,,PATO2,4,0
3941,SETON 30,,MOAL,4,0
3975,SETON 30,,Dead,3,0
4011,SETON 30,,ULRU,3,0
4016,SETON 30,,ULRU,4,0
3729,SETON 31,,ACPL,3,0
3739,SETON 31,,ACPL,4,0
3822,SETON 31,,FRPE,4,0
3823,SETON 31,,FRPE,4,0
3828,SETON 31,,FRPE,5,0
3886,SETON 31,,ULRU,4,0
3887,SETON 31,,ULRU,4,0
3888,SETON 31,,ULRU,4,0
3893,SETON 31,,ULRU,5,0
3894,SETON 31,,ULRU,5,0
3943,SETON 31,,PIST,5,0
3982,SETON 31,,SANI,5,0
3697,SETON 4,,FAGR,0,0
3698,SETON 4,,FAGR,0,0
3699,SETON 4,,FAGR,0,0
3802,SETON 4,,QUAL,0,0
3803,SETON 4,,QUAL,0,0
3804,SETON 4,,QUAL,0,0
3859,SETON 4,,QURU,0,0
3860,SETON 4,,QURU,0,0
3861,SETON 4,,QURU,0,0
3862,SETON 4,,QURU,0,0
3863,SETON 4,,QURU,0,0
3864,SETON 4,,QURU,0,0
3929,SETON 4,,Dead,1,0
3965,SETON 4,,LITU,0,0
3700,SETON 5,,QURU,0,0
3701,SETON 5,,QURU,0,0
3702,SETON 5,,QURU,0,0
3703,SETON 5,,QURU,0,0
3704,SETON 5,,QURU,0,0
3705,SETON 5,,QURU,0,0
3706,SETON 5,,QURU,0,0
3707,SETON 5,,QURU,0,0
3708,SETON 5,,QURU,0,0
3709,SETON 5,,QURU,0,0
3805,SETON 5,,Dead,0,0
3806,SETON 5,,Dead,0,0
3865,SETON 5,,LITU,0,0
3866,SETON 5,,LITU,0,0
3924,SETON 5,,CAGL8,0,0
3710,SETON 6,,QUAL,0,0
3711,SETON 6,,QUAL,0,0
3712,SETON 6,,QUAL,0,0
3740,SETON 6,,QUAL,4,0
3741,SETON 6,,QUAL,4,0
3807,SETON 6,,FRPE,0,0
3879,SETON 6,,ACRU,3,0
3925,SETON 6,,QURU,0,0
3980,SETON 6,,Dead,4,0
4006,SETON 6,,ULRU,0,0
3713,SETON 7,,QUCO2,0,0
3808,SETON 7,,QUAL,0,0
3809,SETON 7,,QUAL,0,0
3810,SETON 7,,QUAL,0,0
3811,SETON 7,,QUAL,0,0
3812,SETON 7,,QUAL,0,0
3867,SETON 7,,FRPE,0,0
3926,SETON 7,,QURU,0,0
3966,SETON 7,,Dead,0,0
3967,SETON 7,,Dead,0,0
4007,SETON 7,,CAGL8,0,0
4030,SETON 7,,ULRU,3,0
4036,SETON 7,,FAGR,0,0
4039,SETON 7,,LITU,0,0
3714,SETON 8,,QUPA2,0,0
3730,SETON 8,,QUPA2,3,0
3731,SETON 8,,QUPA2,3,0
3715,SETON 9,,FRPE,0,0
3716,SETON 9,,FRPE,0,0
3717,SETON 9,,FRPE,0,0
3718,SETON 9,,FRPE,0,0
3726,SETON 9,,FRPE,2,0
3813,SETON 9,,Dead,0,0
3829,SETON 9,,Dead,5,0
3830,SETON 9,,Dead,5,0
3868,SETON 9,,NYSY,0,0
3889,SETON 9,,NYSY,4,0
3927,SETON 9,,ULRU,0,0
3968,SETON 9,,LITU,0,0
3976,SETON 9,,LITU,3,0
4008,SETON 9,,FAGR,0,0
4012,SETON 9,,FAGR,3,0
4027,SETON 9,,ACRU,0,0
25,SGDW 1,1,QUAL,1,0
26,SGDW 1,2,QUAL,1,0
27,SGDW 1,3,ACRU,3,1
28,SGDW 1,4,ACRU,1,0
29,SGDW 1,5,FRAM2,4,0
30,SGDW 1,6,FRAM2,4,0
31,SGDW 1,7,MAAN3,2,0
32,SGDW 1,8,PRAV,2,0
33,SGDW 1,9,QURU,0,0
34,SGDW 1,10,PLOC,4,1
35,SGDW 1,11,ULRU,1,0
156,SGDW 10,1,FRAXI,2,0
157,SGDW 10,2,FRAM2,2,0
158,SGDW 10,3,LITU,2,0
159,SGDW 10,4,LITU,2,0
160,SGDW 10,5,QUAL,2,0
161,SGDW 10,6,QUAL,1,0
162,SGDW 10,7,NYSY,2,0
163,SGDW 10,8,AIAL,3,0
164,SGDW 11,1,QUAL,2,0
165,SGDW 11,2,QUAL,2,0
166,SGDW 11,3,QUAL,2,0
167,SGDW 11,4,QUAL,2,0
168,SGDW 11,5,FRAXI,2,0
169,SGDW 11,6,NYSY,2,0
170,SGDW 11,7,ACRU,1,0
171,SGDW 11,8,ACPL,0,0
172,SGDW 11,9,ACPL,0,0
173,SGDW 11,10,LITU,3,0
174,SGDW 11,11,LITU,2,0
175,SGDW 11,12,Dead,5,0
132,SGDW 12,1,ACPL,1,0
133,SGDW 12,2,ACPL,3,0
134,SGDW 12,3,ACPL,3,0
135,SGDW 12,4,FRAXI,2,0
136,SGDW 12,5,QUAL,2,0
137,SGDW 12,6,QUAL,2,0
138,SGDW 12,7,AIAL,2,0
139,SGDW 12,8,LITU,0,0
140,SGDW 12,9,LITU,0,0
141,SGDW 12,10,FRAM2,2,0
2,SGDW 2,1,QUVE,1,0
3,SGDW 2,2,QUVE,0,0
7,SGDW 2,3,QUVE,4,1
8,SGDW 2,4,PRSE2,1,0
9,SGDW 2,5,FRAM2,4,1
10,SGDW 2,6,FRAM2,3,0
11,SGDW 2,7,FRAM2,0,0
12,SGDW 2,8,FRAM2,0,0
13,SGDW 2,9,FRAM2,1,0
14,SGDW 2,10,Dead,0,0
15,SGDW 2,11,ACPL,0,0
16,SGDW 2,12,ACPL,0,0
17,SGDW 2,13,ACPL,0,0
18,SGDW 2,14,ACPL,0,0
19,SGDW 2,15,ACPL,0,0
20,SGDW 2,16,ACRU,0,0
21,SGDW 2,17,QURU,0,0
22,SGDW 2,18,QUCO2,0,0
23,SGDW 2,19,QUAL,0,0
24,SGDW 2,20,FAGR,0,0
106,SGDW 3,1,QUVE,0,0
107,SGDW 3,2,QUVE,0,0
108,SGDW 3,3,QUAL,0,0
109,SGDW 3,4,QUAL,1,0
110,SGDW 3,5,ACRU,1,0
111,SGDW 3,6,ACRU,0,0
112,SGDW 3,7,ACRU,0,0
113,SGDW 3,8,Dead,0,0
114,SGDW 3,9,Dead,0,0
115,SGDW 3,10,Dead,0,0
88,SGDW 4,1,QUVE,0,0
89,SGDW 4,2,ACRU,0,0
90,SGDW 4,3,ACRU,1,0
91,SGDW 4,4,ACRU,4,1
92,SGDW 4,5,ACRU,3,0
93,SGDW 4,6,ACRU,2,0
94,SGDW 4,7,ACRU,1,0
95,SGDW 4,8,ACRU,1,0
96,SGDW 4,9,LITU,0,0
97,SGDW 4,10,LITU,1,0
98,SGDW 4,11,LITU,0,0
99,SGDW 4,12,LITU,1,0
100,SGDW 4,13,LITU,1,0
101,SGDW 4,14,LITU,1,0
102,SGDW 4,15,PRSE2,1,0
103,SGDW 4,16,PRSE2,1,0
104,SGDW 4,17,QUAL,0,0
105,SGDW 4,18,QUAL,1,0
36,SGDW 5,1,LITU,0,0
37,SGDW 5,2,LITU,1,0
38,SGDW 5,3,LITU,1,0
39,SGDW 5,4,LITU,4,1
40,SGDW 5,5,LITU,0,0
41,SGDW 5,6,QUAL,1,0
42,SGDW 5,7,QUAL,1,0
43,SGDW 5,8,QUAL,2,0
44,SGDW 5,9,FRAM2,2,0
45,SGDW 5,10,ACRU,3,0
74,SGDW 6,1,QUVE,0,0
75,SGDW 6,2,QUVE,0,0
76,SGDW 6,3,QUVE,0,0
77,SGDW 6,4,ACRU,0,0
78,SGDW 6,5,ACRU,0,0
79,SGDW 6,6,ACRU,0,0
80,SGDW 6,7,ACRU,0,0
81,SGDW 6,8,ACRU,0,0
82,SGDW 6,9,QUAL,0,0
83,SGDW 6,10,Dead,0,0
84,SGDW 6,11,Dead,0,0
85,SGDW 6,12,LITU,0,0
86,SGDW 6,13,LITU,1,0
87,SGDW 6,14,LITU,1,0
46,SGDW 7,1,QUAL,0,0
47,SGDW 7,2,QUAL,2,0
48,SGDW 7,3,QUVE,0,0
49,SGDW 7,4,QUVE,1,0
50,SGDW 7,5,QUVE,1,0
51,SGDW 7,6,QUVE,1,0
52,SGDW 7,7,QUVE,0,0
53,SGDW 7,8,ACRU,0,0
54,SGDW 7,9,ACRU,0,0
55,SGDW 7,10,Dead,1,0
56,SGDW 7,11,LITU,0,0
57,SGDW 7,12,LITU,0,0
58,SGDW 7,13,LITU,3,0
59,SGDW 7,14,LITU,4,0
60,SGDW 7,15,LITU,2,0
61,SGDW 7,16,LITU,3,0
62,SGDW 7,17,LITU,2,0
63,SGDW 7,18,LITU,1,0
64,SGDW 7,19,LITU,0,0
65,SGDW 7,20,LITU,0,0
66,SGDW 7,21,LITU,4,1
67,SGDW 7,22,LITU,0,0
68,SGDW 7,23,LITU,0,0
69,SGDW 7,24,FAGR,0,0
70,SGDW 7,25,PATO2,2,0
71,SGDW 7,26,AIAL,4,0
72,SGDW 7,27,ROPS,0,0
116,SGDW 8,1,PRSE2,0,0
117,SGDW 8,2,PRSE2,0,0
118,SGDW 8,3,PRSE2,0,0
119,SGDW 8,4,PRSE2,0,0
120,SGDW 8,5,FRAM2,0,0
121,SGDW 8,6,ACRU,0,0
122,SGDW 8,7,ACRU,0,0
123,SGDW 8,8,QUAL,2,0
124,SGDW 8,9,QUAL,2,0
125,SGDW 8,10,LITU,1,0
126,SGDW 8,11,LITU,0,0
127,SGDW 8,12,LITU,3,0
128,SGDW 8,13,QUVE,0,0
129,SGDW 8,14,QUVE,0,0
130,SGDW 8,15,QUVE,1,0
131,SGDW 8,16,QUVE,1,0
143,SGDW 9,1,QUVE,2,0
144,SGDW 9,2,QUVE,1,0
145,SGDW 9,3,QUVE,1,0
146,SGDW 9,4,LITU,2,0
147,SGDW 9,5,NYSY,0,0
148,SGDW 9,6,NYSY,2,0
149,SGDW 9,7,NYSY,2,0
150,SGDW 9,8,NYSY,2,0
151,SGDW 9,9,NYSY,0,0
152,SGDW 9,10,Dead,0,0
153,SGDW 9,11,Dead,0,0
154,SGDW 9,12,ACPL,0,0
155,SGDW 9,13,ULRU,2,0
4640,SINAI 1,1,ULRU,0,0
4641,SINAI 1,2,ULRU,0,0
4642,SINAI 1,3,ULRU,0,0
4643,SINAI 1,4,MOAL,0,0
4644,SINAI 1,5,MOAL,0,0
4645,SINAI 1,6,FRPE,0,0
4646,SINAI 1,7,FRPE,0,0
4647,SINAI 1,8,FRPE,0,0
4648,SINAI 1,9,FRPE,0,0
4649,SINAI 1,10,FRPE,0,0
4650,SINAI 1,11,FRPE,2,0
4651,SINAI 1,12,FRPE,2,0
4652,SINAI 1,13,PODE3,0,0
4653,SINAI 1,14,PODE3,0,0
4654,SINAI 1,15,ROPS,0,0
4655,SINAI 10,1,ACPL,0,0
4656,SINAI 10,2,ROPS,0,0
4657,SINAI 10,3,LITU,0,0
4658,SINAI 10,4,QURU,0,0
4659,SINAI 10,5,QURU,0,0
4660,SINAI 10,6,QURU,0,0
4661,SINAI 10,7,QURU,0,0
4662,SINAI 10,8,QURU,0,0
4663,SINAI 10,9,QUAL,0,0
4664,SINAI 10,10,QUAL,0,0
4665,SINAI 10,11,QUAL,0,0
4666,SINAI 10,12,QUAL,0,0
4667,SINAI 10,13,QUAL,2,0
4668,SINAI 10,14,FRPE,0,0
4669,SINAI 10,15,QUVE,0,0
4670,SINAI 11,1,FRPE,0,0
4671,SINAI 11,2,FRPE,4,0
4672,SINAI 11,3,FRPE,5,0
4673,SINAI 11,4,FRPE,5,0
4674,SINAI 11,5,PYCO,0,0
4675,SINAI 11,6,Dead,3,0
4676,SINAI 11,7,ULRU,4,0
4677,SINAI 11,8,QUAL,0,0
4678,SINAI 12,1,Dead,0,0
4679,SINAI 12,2,Dead,0,0
4680,SINAI 12,3,Dead,0,0
4681,SINAI 12,4,Dead,3,0
4682,SINAI 12,5,ACRU,0,0
4683,SINAI 12,6,ACRU,4,0
4684,SINAI 12,7,FRPE,0,0
4685,SINAI 12,8,FRPE,0,0
4686,SINAI 12,9,QUAL,0,0
4687,SINAI 13,1,ULMUS,4,0
4688,SINAI 13,2,MORUS,5,0
4689,SINAI 13,3,PRAV,4,0
4690,SINAI 13,4,QUAL,0,0
4691,SINAI 14,1,QUPA2,0,0
4692,SINAI 14,2,QURU,0,0
4693,SINAI 14,3,QURU,0,0
4694,SINAI 14,4,QURU,0,0
4695,SINAI 14,5,QURU,0,0
4696,SINAI 14,6,LITU,0,0
4697,SINAI 14,7,LITU,0,0
4698,SINAI 14,8,FRPE,0,0
4699,SINAI 14,9,QUCO2,0,0
4700,SINAI 14,10,QUCO2,0,0
4701,SINAI 14,11,QUCO2,0,0
4702,SINAI 14,12,QUAL,0,0
4703,SINAI 15,1,ACRU,0,0
4704,SINAI 15,2,ACRU,0,0
4705,SINAI 15,3,ACRU,0,0
4706,SINAI 15,4,CAGL8,0,0
4707,SINAI 15,5,QUPA2,0,0
4708,SINAI 15,6,QUCO2,0,0
4709,SINAI 15,7,QUCO2,0,0
4710,SINAI 15,8,QUCO2,0,0
4711,SINAI 15,9,ACSA2,0,0
4712,SINAI 15,10,Dead,0,0
4713,SINAI 15,11,FAGR,0,0
4714,SINAI 15,12,LITU,0,0
4715,SINAI 15,13,LITU,0,0
4716,SINAI 15,14,LITU,0,0
4717,SINAI 15,15,QURU,0,0
4718,SINAI 15,16,QURU,0,0
4719,SINAI 16,1,QUAL,0,0
4720,SINAI 16,2,QUAL,0,0
4721,SINAI 16,3,LITU,0,0
4722,SINAI 16,4,QURU,0,0
4723,SINAI 16,5,QURU,0,0
4724,SINAI 16,6,QURU,0,0
4725,SINAI 16,7,QURU,0,0
4726,SINAI 16,8,QURU,0,0
4727,SINAI 16,9,QURU,0,0
4728,SINAI 16,10,Dead,0,0
4729,SINAI 17,1,FAGR,0,0
4730,SINAI 17,2,QUCO2,0,0
4731,SINAI 17,3,QUCO2,0,0
4732,SINAI 17,4,QUCO2,0,0
4733,SINAI 17,5,QUCO2,0,0
4734,SINAI 17,6,LITU,0,0
4735,SINAI 17,7,LITU,0,0
4736,SINAI 17,8,LITU,0,0
4737,SINAI 17,9,LITU,0,0
4738,SINAI 17,10,LITU,0,0
4739,SINAI 17,11,LITU,0,0
4740,SINAI 17,12,LITU,0,0
4741,SINAI 17,13,LITU,2,0
4742,SINAI 17,14,QUAL,0,0
4743,SINAI 17,15,QUAL,0,0
4744,SINAI 17,16,Dead,0,0
4745,SINAI 17,17,Dead,0,0
4746,SINAI 18,1,LITU,0,0
4747,SINAI 18,2,LITU,0,0
4748,SINAI 18,3,LITU,0,0
4749,SINAI 18,4,LITU,0,0
4750,SINAI 18,5,LITU,0,0
4751,SINAI 18,6,Dead,0,0
4752,SINAI 18,7,QUCO2,0,0
4753,SINAI 18,8,QUCO2,0,0
4754,SINAI 18,9,QUCO2,0,0
4755,SINAI 18,10,QUCO2,0,0
4756,SINAI 18,11,QUCO2,0,0
4757,SINAI 18,12,QUCO2,0,0
4758,SINAI 18,13,QUCO2,0,0
4759,SINAI 18,14,QUAL,0,0
4760,SINAI 18,15,FRPE,0,0
4761,SINAI 19,1,FAGR,0,0
4762,SINAI 19,2,FAGR,0,0
4763,SINAI 19,3,QUCO2,0,0
4764,SINAI 19,4,ACRU,0,0
4765,SINAI 19,5,LITU,0,0
4766,SINAI 19,6,LITU,0,0
4767,SINAI 19,7,LITU,0,0
4768,SINAI 19,8,QURU,0,0
4769,SINAI 19,9,QURU,0,0
4770,SINAI 19,10,QURU,0,0
4771,SINAI 19,11,QURU,0,0
4772,SINAI 19,12,QURU,0,0
4773,SINAI 19,13,QURU,0,0
4774,SINAI 19,14,QURU,0,0
4775,SINAI 19,15,Dead,0,0
4776,SINAI 19,16,Dead,0,0
4777,SINAI 19,17,Dead,0,0
4778,SINAI 19,18,QUAL,0,0
4779,SINAI 2,1,ACRU,0,0
4780,SINAI 2,2,ACRU,0,0
4781,SINAI 2,3,ACRU,0,0
4782,SINAI 2,4,ACRU,0,0
4783,SINAI 2,5,ACRU,3,0
4784,SINAI 2,6,ACRU,4,0
4785,SINAI 2,7,ACRU,4,0
4786,SINAI 2,8,LITU,3,0
4787,SINAI 2,9,NYSY,0,0
4788,SINAI 2,10,FRAXI,0,0
4789,SINAI 2,11,FRAXI,0,0
4790,SINAI 2,12,FRAXI,0,0
4791,SINAI 2,13,PRSE2,0,0
4792,SINAI 2,14,PRSE2,0,0
4793,SINAI 20,1,ACRU,0,0
4794,SINAI 20,2,CAGL8,0,0
4795,SINAI 20,3,FRPE,0,0
4796,SINAI 20,4,FRPE,0,0
4797,SINAI 20,5,QUCO2,0,0
4798,SINAI 20,6,QUCO2,0,0
4799,SINAI 20,7,QURU,0,0
4800,SINAI 20,8,QURU,0,0
4801,SINAI 20,9,QURU,0,0
4802,SINAI 20,10,Dead,0,0
4803,SINAI 20,11,LITU,0,0
4804,SINAI 20,12,LITU,0,0
4805,SINAI 20,13,LITU,0,0
4806,SINAI 20,14,LITU,0,0
4807,SINAI 20,15,LITU,0,0
4808,SINAI 20,16,LITU,0,0
4809,SINAI 20,17,FAGR,0,0
4810,SINAI 20,18,FAGR,0,0
4811,SINAI 21,1,QUAL,0,0
4812,SINAI 21,2,QUAL,0,0
4813,SINAI 21,3,QUAL,0,0
4814,SINAI 21,4,QUAL,0,0
4815,SINAI 21,5,QUAL,0,0
4816,SINAI 21,6,QUAL,0,0
4817,SINAI 21,7,ACRU,0,0
4818,SINAI 21,8,QUCO2,0,0
4819,SINAI 21,9,QUCO2,0,0
4820,SINAI 21,10,QUCO2,0,0
4821,SINAI 21,11,QUCO2,0,0
4822,SINAI 21,12,QUCO2,0,0
4823,SINAI 21,13,QUCO2,0,0
4824,SINAI 21,14,QUCO2,0,0
4825,SINAI 21,15,QUCO2,0,0
4826,SINAI 21,16,LITU,0,0
4827,SINAI 22,1,QUCO2,0,0
4828,SINAI 22,2,QUCO2,0,0
4829,SINAI 22,3,QUCO2,0,0
4830,SINAI 22,4,QUCO2,0,0
4831,SINAI 22,5,QUCO2,0,0
4832,SINAI 22,6,QUCO2,0,0
4833,SINAI 22,7,QUCO2,0,0
4834,SINAI 22,8,QUCO2,0,0
4835,SINAI 22,9,QUCO2,0,0
4836,SINAI 22,10,QUCO2,0,0
4837,SINAI 22,11,QUCO2,0,0
4838,SINAI 22,12,LITU,0,0
4839,SINAI 22,13,LITU,0,0
4840,SINAI 22,14,QUAL,0,0
4841,SINAI 22,15,QUAL,0,0
4842,SINAI 22,16,NYSY,0,0
4843,SINAI 22,17,ACRU,0,0
4844,SINAI 22,18,Dead,0,0
4845,SINAI 22,19,Dead,0,0
4846,SINAI 23,1,CAGL8,0,0
4847,SINAI 23,2,CAGL8,0,0
4848,SINAI 23,3,QUAL,0,0
4849,SINAI 23,4,QUAL,0,0
4850,SINAI 23,5,QURU,0,0
4851,SINAI 23,6,QURU,0,0
4852,SINAI 23,7,QURU,0,0
4853,SINAI 23,8,QURU,0,0
4854,SINAI 23,9,QURU,0,0
4855,SINAI 23,10,QUCO2,0,0
4856,SINAI 23,11,QUCO2,0,0
4857,SINAI 23,12,QUCO2,0,0
4858,SINAI 23,13,PRSE2,0,0
4859,SINAI 24,1,FRPE,2,0
4860,SINAI 24,2,FRPE,2,0
4861,SINAI 24,3,FRPE,2,0
4862,SINAI 24,4,FRPE,4,0
4863,SINAI 24,5,QUCO2,0,0
4864,SINAI 24,6,QUCO2,4,0
4865,SINAI 24,7,QUAL,0,0
4866,SINAI 24,8,LITU,0,0
4867,SINAI 24,9,LITU,0,0
4868,SINAI 24,10,LITU,2,0
4869,SINAI 24,11,LITU,2,0
4870,SINAI 24,12,QURU,0,0
4871,SINAI 25,1,FRPE,0,0
4872,SINAI 25,2,FRPE,0,0
4873,SINAI 25,3,FRPE,0,0
4874,SINAI 25,4,FRPE,0,0
4875,SINAI 25,5,FRPE,2,0
4876,SINAI 25,6,FRPE,3,0
4877,SINAI 25,7,PRAV,4,0
4878,SINAI 25,8,SASSA,0,0
4879,SINAI 25,9,Dead,0,0
4880,SINAI 25,10,QURU,0,0
4881,SINAI 25,11,QURU,0,0
4882,SINAI 25,12,QURU,0,0
4883,SINAI 25,13,QURU,2,0
4884,SINAI 25,14,CAGL8,0,0
4885,SINAI 26,1,AIAL,0,0
4886,SINAI 26,2,FRPE,0,0
4887,SINAI 26,3,FRPE,3,0
4888,SINAI 27,1,LITU,0,0
4889,SINAI 27,2,LITU,0,0
4890,SINAI 27,3,LITU,0,0
4891,SINAI 27,4,LITU,0,0
4892,SINAI 27,5,LITU,2,0
4893,SINAI 27,6,LITU,2,0
4894,SINAI 27,7,LITU,2,0
4895,SINAI 27,8,FRPE,0,0
4896,SINAI 27,9,FRPE,4,0
4897,SINAI 27,10,NYSY,0,0
4898,SINAI 27,11,FAGR,0,0
4899,SINAI 27,12,ACRU,0,0
4900,SINAI 28,1,QURU,0,0
4901,SINAI 28,2,QURU,0,0
